id_cidade|ds_cidade|id_estado
6256|SAO JOSE DAS LARANJEIRAS (MARA|33
6271|SAO JOSE DO BARREIRO|33
6304|SAO JOSE DO RIO PARDO|33
6305|SAO JOSE DO RIO PRETO|33
6306|SAO JOSE DO RIU PRETO|33
6317|SAO JOSE DOS CAMPOS|33
6328|SAO LOURENCO DA SERRA|33
6342|SAO LUIZ DO PARAITINGA|33
6347|SAO MANUEL|33
6358|SAO MIGUEL ARCANJO|33
6379|SAO PAULO|33
6405|SAO PEDRO DO TURVO|33
6415|SAO ROQUE|33
6425|SAO SEBASTIAO DA GRAMA|33
6467|SAPEZAL (PARAGUACU PAULISTA)|33
6478|SARAPUI|33
6480|SARUTAIA|33
6492|SEBASTIANOPOLIS DO SUL|33
6542|SERRA AZUL|33
6564|SERRA NEGRA|33
6572|SERRANA|33
6595|SETE BARRAS|33
6602|SEVERINIA|33
6610|SILVEIRAS|33
6640|SOCORRO|33
6642|SODRELIA (SANTA CRUZ DO RIO PA|33
6643|SODRELIA (SANTA CRUZ DO RIO PARDO)|33
6652|SOROCABA|33
6667|SUD MENNUCCI|33
6670|SUMARE|33
6676|SUZANAPOLIS|33
6677|SUZANO|33
6683|Saltinho|33
6684|Salto|33
6685|Salto de Pirapora|33
6689|Santa Bárbara D'Oeste|33
6693|Santa Isabel|33
6703|Santana de Parnaíba|33
6704|Santana de parnaiba|33
6711|Santo André|33
6717|Santos|33
6721|Sao Paulo|33
6724|Sao paulo|33
6737|Serrana|33
6741|Sertãozinho|33
6745|Severínia|33
6752|Sorocaba|33
6753|Sumaré|33
6756|Suzano|33
6760|SÃ£o Caetano do Sul|33
6762|SÃ£o JosÃ© do Rio Pardo|33
6764|SÃ£o Paulo|33
6766|São Bernardo Do Campo|33
6767|São Bernardo do Campo|33
6769|São Caetano do Sul|33
6770|São Carlos|33
6779|São Joaquim Da Barra|33
6780|São Joaquim da Barra|33
6783|São José Do Rio Preto|33
6789|São José do Rio Preto|33
6792|São José dos Campos|33
6796|São João da Boa Vista|33
6807|São Paulo|33
6810|São Roque|33
6811|São Sebastião|33
6815|São Vicente|33
6816|São Vicente São Paulo|33
6817|São bernardo do Campo|33
6821|TABAPUA|33
6824|TABOAO DA SERRA|33
6834|TACIBA|33
6837|TAGUAI|33
6839|TAIACU|33
6846|TAIUVA|33
6850|TAMBAU|33
6851|TAMBAÃ?|33
6855|TANABI|33
6872|TAPINAS (ITAPOLIS)|33
6874|TAPIRAI|33
6876|TAPIRATIBA|33
6881|TAQUARAL|33
6886|TAQUARITINGA|33
6888|TAQUARITUBA|33
6889|TAQUARIVAI|33
6894|TARABAI|33
6900|TARUMA|33
6903|TATUI|33
6906|TAUBATE|33
6907|TAUBATÉ|33
6919|TEJUPA|33
6942|TERRA NOVA DOESTE (SANTA MERCE|33
6954|TIBIRICA DO PARANAPANEMA (PIRA|33
6955|TIETE|33
6968|TIMBURI|33
6992|TONICO ADOLFO|33
6997|TORRE DE PEDRA|33
7000|TORRINHA|33
7002|TRABIJU|33
7016|TREMEMBE|33
7026|TRES FRONTEIRAS|33
7055|TUIUTI|33
7064|TUPA|33
7073|TUPI PAULISTA|33
7077|TURIUBA|33
7086|Tabatinga|33
7087|Taboão Da Serra|33
7088|Taboão da Serra|33
7089|Taciba|33
7090|Taiaçu|33
7091|Tambaú|33
7097|Tapiratiba|33
7099|Taquarituba|33
7100|Tatuí|33
7102|Taubaté|33
7121|Torre de Pedra|33
7126|Tremembé|33
7133|Tupã|33
7141|UBARANA|33
7143|UBATUBA|33
7149|UBIRAJARA|33
7152|UCHOA|33
7175|UNIAO PAULISTA|33
7181|URANIA|33
7183|URU|33
7200|URUPES|33
7205|Ubatuba|33
7216|Urbana|33
7232|VALENTIM GENTIL|33
7233|VALINHOS|33
7234|VALPARAISO|33
7246|VARGEM GRANDE DO SUL|33
7247|VARGEM GRANDE PAULISTA|33
7262|VARZEA PAULISTA|33
7271|VENDA BRANCA|33
7302|VICENTINOPOLIS (SANTO ANTONIO|33
7352|VINHEDO|33
7354|VIRADOURO|33
7368|VISTA ALEGRE DO ALTO|33
7374|VITORIA BRASIL|33
7386|VOTORANTIM|33
7387|VOTUPORANGA|33
7389|Valentim Gentil|33
7392|Valinhos|33
7395|Valparaíso|33
7398|Vargem Grande Paulista|33
7409|Vinhedo|33
7410|Viradouro|33
7412|Vista Alegre do Alto|33
7420|Votorantim|33
7421|Votuporanga|33
7423|Várzea Paulista|33
7448|ZACARIAS|33
7456|araraquara|33
7458|arujá|33
7465|campinas|33
7469|carapicuiba|33
7480|dracena|33
7487|franca|33
7488|franco da rocha|33
7491|guarulhos|33
7498|itapevi|33
7502|jau|33
7509|mauá|33
7511|mongagua|33
7517|osasco|33
7525|pindamonhangaba|33
7530|ribeirao branco|33
7541|sao caetano do sul|33
7545|sao paulo|33
7546|saopaulo|33
7554|são paulo|33
7565|Álvares Machado|33
1921|Campos do jordao|34
3758|Lorena e|34
5687|Ribeirao Pires|34
93|AGUIARNOPOLIS|35
251|ANANAS|35
273|ANGICO|35
363|ARAGOMINAS|35
364|ARAGUACEMA|35
365|ARAGUACU|35
368|ARAGUAINA|35
373|ARAGUATINS|35
389|ARAPOEMA|35
457|ARRAIAS|35
494|AUGUSTINOPOLIS|35
514|AXIXA DO TOCANTINS|35
579|BABACULANDIA|35
720|BARROLANDIA|35
790|BERNARDO SAYAO|35
1279|CAMPOS LINDOS|35
1417|CARIRI DO TOCANTINS|35
1465|CASEARA|35
1560|CHAPADA DA NATIVIDADE|35
1628|COLINAS DO TOCANTINS|35
1629|COLMEIA|35
1644|COMBINADO|35
1787|COUTO DE MAGALHAES|35
1806|CRISTALANDIA|35
1984|Colinas do Tocantins|35
2047|DIANOPOLIS|35
2068|DIVINOPOLIS DO TOCANTINS|35
2134|DUERE|35
2353|FIGUEIROPOLIS|35
2398|FORMOSO DO ARAGUAIA|35
2405|FORTALEZA DO TABOCAO|35
2543|GOIANORTE|35
2639|GUARAI|35
2690|GURUPI|35
3121|ITAPIRATINS|35
3390|JAU DO TOCANTINS|35
3582|LAGOA DO TOCANTINS|35
3644|LAVANDEIRA|35
3732|LUZIMANGUES (PORTO NACIONAL)|35
3733|LUZINOPOLIS|35
3912|MARIANOPOLIS DO TOCANTINS|35
3965|MATEIROS|35
3999|MAURILANDIA DO TOCANTINS|35
4054|MIRACEMA DO TOCANTINS|35
4068|MIRANORTE|35
4492|NOVO ACORDO|35
4503|NOVO HORIZONTE (ARAGUAINA)|35
4509|NOVO JARDIM|35
4593|OLIVEIRA DE FATIMA|35
4711|PALMEIRAS DO TOCANTINS|35
4714|PALMEIROPOLIS|35
4760|PARAISO DO TOCANTINS|35
4913|PEDRO AFONSO|35
4928|PEIXE|35
5084|PIUM|35
5149|PONTE ALTA DO TOCANTINS|35
5204|PORTO NACIONAL|35
5242|PRAIA NORTE|35
5300|Palmas|35
5312|Paraíso do Tocantins|35
5473|RECURSOLANDIA|35
5583|RIO DOS BOIS|35
5610|RIO SONO|35
5767|SANDOLANDIA|35
5830|SANTA FE DO ARAGUAIA|35
5918|SANTA ROSA DO TOCANTINS|35
6375|SAO MIGUEL DO TOCANTINS|35
6420|SAO SALVADOR DO TOCANTINS|35
6452|SAO VALERIO DA NATIVIDADE|35
6632|SITIO NOVO DO TOCANTINS|35
6847|TALISMA|35
6892|TAQUARUSSU DO TOCANTINS (PALMA|35
6893|TAQUARUSSU DO TOCANTINS (PALMAS)|35
6981|TOCANTINOPOLIS|35
7426|WANDERLANDIA|35
7434|XAMBIOA|35
7519|palmas|35
7407|Vicente pires|38
7493|imperatriz|39
7454|araguari|40
7547|sap joao del rei|40
7560|veredinha|40
1063|Bonito|41
7476|condado|42
7499|jaboatao guararapes|42
7466|campo Mourão|43
7482|floresta|43
7481|duque de caxias|44
7513|nilópolis|44
7514|niteroi|44
7542|sao gonçalo|44
7558|touros|45
7489|gravatai|46
7520|passo fundo|46
7536|santa maria|46
7548|sapucaia do sul|46
7518|palhoça|47
7550|são bento do sul|47
6729|Sbc|48
6768|São Bernardo do campo|48
7393|Valparaiso|48
7457|araçatuba|48
7459|avare|48
7497|itap. da serra|48
7516|novais|48
7522|pedreira|48
7533|rio grande da serra|48
7534|salesopolis|48
7543|sao jose do rio preto|48
7544|sao manuel|48
7555|são pedro|48
